,benzina_eur_l,diesel_eur_l
2022-11-14,0.94384,1.4846300000000001
2022-11-21,0.85036,1.38795
2022-11-28,0.83969,1.3768699999999998
2022-12-05,0.8433200000000001,1.38467
2022-12-12,0.75222,1.26645
2022-12-19,0.75513,1.3101800000000001
2022-12-26,0.77424,1.2974400000000001
2023-01-02,0.83039,1.35728
2023-01-09,0.79918,1.33067
2023-01-16,0.84485,1.3669200000000001
2023-01-23,0.8820399999999999,1.39847
2023-01-30,0.88478,1.3488699999999998
2023-02-06,0.83282,1.26131
2023-02-13,0.85963,1.2799800000000001
2023-02-20,0.8580399999999999,1.2723
2023-02-27,0.85121,1.26543
2023-03-06,0.86599,1.29573
2023-03-13,0.85976,1.23513
2023-03-20,0.84045,1.22769
2023-03-27,0.86118,1.21311
2023-04-03,0.89571,1.22684
2023-04-10,0.88662,1.2140199999999999
2023-04-17,0.89439,1.20914
2023-04-24,0.83866,1.16932
2023-05-01,0.83143,1.12554
2023-05-08,0.78738,1.12572
2023-05-15,0.7958200000000001,1.1139100000000002
2023-05-22,0.81392,1.13741
2023-05-29,0.81621,1.12607
2023-06-05,0.8201,1.13896
2023-06-12,0.8422799999999999,1.15938
2023-06-19,0.82341,1.16151
2023-06-26,0.80055,1.16994
2023-07-03,0.7855700000000001,1.15195
2023-07-10,0.79124,1.1709
2023-07-17,0.8179099999999999,1.19838
2023-07-24,0.83387,1.1976099999999998
2023-07-31,0.8880800000000001,1.2603
2023-08-07,0.87134,1.30118
2023-08-14,0.88324,1.29919
2023-08-21,0.90425,1.31248
2023-08-28,0.92568,1.33827
2023-09-04,0.90732,1.31369
2023-09-11,0.9078200000000001,1.38031
2023-09-18,0.9118099999999999,1.41282
2023-09-25,0.925,1.43293
2023-10-02,0.89588,1.42051
2023-10-09,0.83976,1.35981
2023-10-16,0.8264900000000001,1.37345
2023-10-23,0.8560599999999999,1.35909
2023-10-30,0.86522,1.31606
2023-11-06,0.8432999999999999,1.34408
2023-11-13,0.81037,1.29149
2023-11-20,0.7644,1.2638699999999998
2023-11-27,0.7666900000000001,1.2673299999999998
2023-12-04,0.7759400000000001,1.26256
2023-12-11,0.7384299999999999,1.2294800000000001
2023-12-18,0.75575,1.2481099999999998
2023-12-25,0.76367,1.2697100000000001
2024-01-01,0.73198,0.91204
2024-01-08,0.7397699999999999,0.9133
2024-01-15,0.74364,0.92612
2024-01-22,0.7589199999999999,0.9345399999999999
2024-01-29,0.7772,0.96194
2024-02-05,0.77711,0.9686699999999999
2024-02-12,0.80431,1.0144600000000001
2024-02-19,0.81136,1.00077
2024-02-26,0.80229,0.97311
2024-03-04,0.80641,0.95211
2024-03-11,0.8055800000000001,0.9438500000000001
2024-03-18,0.80768,0.94457
2024-03-25,0.82028,0.93833
2024-04-01,0.8464794816414687,0.9425831533477322
2024-04-08,0.8556211465302375,0.9645896191350737
2024-04-15,0.8481870171218953,0.9415225422423714
2024-04-22,0.844821790285739,0.913468086023359
2024-04-29,0.8454257595207529,0.9035857937526742
2024-05-06,0.8197849462365592,0.8850580645161291
2024-05-13,0.8033846153846155,0.880957264957265
2024-05-20,0.805704099821747,0.880139846891765
2024-05-27,0.8031542461005199,0.8826343154246101
2024-06-03,0.7981058446968037,0.8901126847020653
2024-06-10,0.77462278302303,0.8696020471190329
2024-06-17,0.7781250830138223,0.8944064179646337
2024-06-24,0.8002843054506686,0.9232819510461553
2024-07-01,0.8016890257312514,0.9253045964372113
2024-07-08,0.8184174684767804,0.937392908923158
2024-07-15,0.7998613217768148,0.9038353196099674
2024-07-22,0.7906392199349945,0.8964160346695558
2024-07-29,0.7768728947256215,0.8823775209994458
2024-08-05,0.7725680596497312,0.8730362406797295
2024-08-12,0.7581676599817289,0.8612172097272373
2024-08-19,0.7485614297777508,0.8549416301764589
2024-08-26,0.7171095325791458,0.8273612207313864
2024-09-02,0.716025019822042,0.8401021936393268
2024-09-09,0.6652466171977303,0.8159231776516804
2024-09-16,0.6731392729360838,0.8108485357127081
2024-09-23,0.6850554479845098,0.8044358387607816
2024-09-30,0.6717522123893805,0.808070796460177
2024-10-07,0.6875593876473693,0.8294210804152736
2024-10-14,0.7195322460104631,0.8596825955070999
2024-10-21,0.7107416320280026,0.8355983373441259
2024-10-28,0.7079766367361171,0.8418446517304506
2024-11-04,0.6800463738245524,0.838782257718236
2024-11-11,0.6976190476190477,0.858592132505176
2024-11-18,0.6967241379310345,0.8707586206896551
2024-11-25,0.7153264365817612,0.8913153090498129
2024-12-02,0.697388739481218,0.8671119979179319
2024-12-09,0.685887656033287,0.8517337031900138
2024-12-16,0.7155865585248951,0.880732663413101
2024-12-23,0.7080244505137209,0.8789005939220532
2024-12-30,0.7135681016845863,0.8782483785313194
2025-01-06,0.7641327576431592,0.9106371843516944
2025-01-13,0.7333188475077138,0.9012733040719656
2025-01-20,0.7384749227891599,0.9238505372134499
2025-01-27,0.7326026443980515,0.89116214335421
2025-02-03,0.7327236303457886,0.8648027175333158
2025-02-10,0.7399104332017913,0.8753070544938589
2025-02-17,0.7377674750356633,0.8920114122681883
2025-02-24,0.7339011925042589,0.8987716309513135
