Date,Price,Open,High,Low,Vol.,Change %
10/03/2010,720.25,723.25,733.75,700.00,508.19K,0.45%
09/26/2010,717.00,680.25,723.00,666.75,457.59K,5.36%
09/19/2010,680.50,669.00,686.75,663.00,357.21K,2.64%
09/12/2010,663.00,669.50,681.25,660.00,322.13K,-0.30%
09/05/2010,665.00,650.75,668.00,643.50,422.50K,3.54%
08/29/2010,642.25,653.75,657.25,632.00,351.38K,-0.73%
08/22/2010,647.00,633.50,654.75,617.50,259.82K,2.09%
08/15/2010,633.75,642.25,655.50,632.25,238.89K,-1.32%
08/08/2010,642.25,684.00,690.75,637.75,393.49K,-6.38%
08/01/2010,686.00,664.00,701.75,662.25,345.81K,4.77%
07/25/2010,654.75,659.75,664.75,639.00,306.55K,-0.38%
07/18/2010,657.25,643.50,667.25,640.00,321.24K,2.14%
07/11/2010,643.50,650.25,663.00,634.50,331.81K,-0.58%
07/04/2010,647.25,616.50,652.75,609.00,342.37K,5.16%
06/27/2010,615.50,671.25,680.00,611.50,339.42K,-7.69%
06/20/2010,666.75,687.00,694.00,655.00,320.93K,-2.27%
06/13/2010,682.25,646.25,686.75,642.75,285.87K,6.10%
06/06/2010,643.00,620.50,654.75,614.00,419.75K,2.19%
05/30/2010,629.25,638.75,655.00,620.50,272.97K,-1.53%
05/23/2010,639.00,612.75,649.50,589.50,278.23K,4.16%
05/16/2010,613.50,659.25,663.00,598.75,351.96K,-8.02%
05/09/2010,667.00,660.00,696.75,657.00,345.95K,0.79%
05/02/2010,661.75,735.00,750.50,656.75,406.99K,-9.90%
04/25/2010,734.50,725.75,739.50,710.00,358.69K,1.73%
04/18/2010,722.00,708.50,725.25,687.75,341.11K,1.76%
04/11/2010,709.50,710.00,724.75,701.75,290.80K,0.28%
04/04/2010,707.50,706.75,724.50,703.00,353.18K,0.93%
03/28/2010,701.00,659.75,705.50,659.75,271.63K,6.74%
03/21/2010,656.75,660.50,671.00,647.50,298.43K,-0.08%
03/14/2010,657.25,663.25,680.75,648.50,344.28K,-1.42%
03/07/2010,666.75,655.75,676.75,644.25,472.08K,1.76%
02/28/2010,655.25,633.50,656.75,624.50,378.94K,3.64%
02/21/2010,632.25,641.50,648.75,614.75,417.42K,-0.63%
02/14/2010,636.25,596.00,643.00,589.00,221.50K,7.84%
02/07/2010,590.00,582.25,606.25,570.00,417.25K,1.33%
01/31/2010,582.25,587.75,630.00,558.25,406.95K,-1.85%
01/24/2010,593.25,598.00,606.25,583.00,316.99K,-1.94%
01/17/2010,605.00,629.00,635.25,594.25,269.77K,-5.02%
01/10/2010,637.00,671.25,676.25,630.50,387.79K,-3.99%
01/03/2010,663.50,642.00,673.75,642.00,369.35K,3.43%
12/27/2009,641.50,626.00,650.00,624.75,124.95K,4.56%
12/20/2009,613.50,607.00,625.75,591.75,130.17K,1.87%
12/13/2009,602.25,595.25,614.75,592.00,215.97K,1.99%
12/06/2009,590.50,631.75,632.25,581.25,358.14K,-7.08%
11/29/2009,635.50,621.75,647.50,617.00,319.15K,3.00%
11/22/2009,617.00,621.75,643.00,591.75,229.53K,-0.76%
11/15/2009,621.75,620.00,656.75,618.25,258.39K,-0.04%
11/08/2009,622.00,622.00,646.00,613.25,355.09K,0.77%
11/01/2009,617.25,626.50,651.75,614.75,397.17K,-2.37%
10/25/2009,632.25,653.00,665.75,623.75,287.56K,-2.99%
10/18/2009,651.75,639.00,670.25,637.50,293.22K,3.00%
10/11/2009,632.75,583.00,642.25,583.00,287.34K,9.00%
10/04/2009,580.50,560.75,585.50,549.25,334.91K,3.43%
09/27/2009,561.25,543.00,581.75,537.50,248.29K,3.46%
09/20/2009,542.50,586.75,587.25,535.75,238.94K,-7.54%
09/13/2009,586.75,563.00,595.25,553.50,192.23K,2.40%
09/06/2009,573.00,545.50,585.50,545.50,288.82K,5.04%
08/30/2009,545.50,601.00,601.75,545.00,254.64K,-9.57%
08/23/2009,603.25,611.25,619.25,584.25,190.57K,-0.82%
08/16/2009,608.25,592.50,618.75,575.00,149.12K,1.84%
08/09/2009,597.25,605.00,619.50,589.50,229.12K,-2.69%
08/02/2009,613.75,588.50,624.75,588.50,265.15K,6.32%
07/26/2009,577.25,576.00,590.00,542.75,206.26K,0.43%
07/19/2009,574.75,537.00,581.00,536.75,222.80K,7.58%
07/12/2009,534.25,501.00,542.50,490.00,223.54K,9.98%
07/05/2009,485.75,531.00,535.50,485.00,344.98K,-9.92%
06/28/2009,539.25,567.25,598.50,534.25,257.63K,-5.19%
06/21/2009,568.75,583.00,586.50,555.00,269.27K,-4.33%
06/14/2009,594.50,594.00,606.50,574.00,171.04K,0.13%
06/07/2009,593.75,560.00,599.75,551.50,291.54K,5.56%
05/31/2009,562.50,533.25,575.75,533.25,274.95K,5.19%
05/24/2009,534.75,499.00,535.75,476.00,231.21K,8.97%
05/17/2009,490.75,468.50,499.50,467.00,177.65K,2.72%
05/10/2009,477.75,483.50,502.50,465.75,270.23K,-0.88%
05/03/2009,482.00,445.25,494.00,444.75,261.77K,8.50%
04/26/2009,444.25,439.25,449.75,417.75,229.46K,0.85%
04/19/2009,440.50,459.25,460.75,425.75,181.04K,-5.42%
04/12/2009,465.75,469.00,471.25,441.50,148.81K,0.87%
04/05/2009,461.75,461.00,473.50,435.75,198.51K,2.38%
03/29/2009,451.00,458.50,471.00,420.50,205.27K,-2.33%
03/22/2009,461.75,450.00,485.00,449.00,199.38K,4.00%
03/15/2009,444.00,388.50,449.75,373.50,128.09K,11.42%
03/08/2009,398.50,389.00,405.75,358.50,273.11K,6.91%
03/01/2009,372.75,399.00,399.00,362.75,257.87K,-5.09%
02/22/2009,392.75,379.75,412.75,368.75,196.37K,5.93%
02/15/2009,370.75,416.50,421.50,367.25,131.14K,-11.41%
02/08/2009,418.50,431.75,452.00,411.00,266.98K,-0.48%
02/01/2009,420.50,453.00,457.00,410.00,212.22K,-7.43%
01/25/2009,454.25,454.75,470.75,434.75,227.30K,7.13%
01/18/2009,424.00,465.25,465.50,418.75,182.43K,-9.79%
01/11/2009,470.00,471.50,489.00,452.00,231.68K,2.12%
01/04/2009,460.25,475.50,530.50,456.75,351.39K,5.87%
12/28/2008,434.75,417.00,473.50,413.00,76.40K,6.30%
12/21/2008,409.00,457.50,464.25,397.25,65.67K,-9.81%
12/14/2008,453.50,486.00,518.75,449.25,171.77K,-3.36%
12/07/2008,469.25,460.00,490.00,434.75,275.11K,4.86%
11/30/2008,447.50,535.25,537.25,440.50,245.98K,-15.96%
11/23/2008,532.50,537.75,572.25,520.00,177.09K,0.90%
11/16/2008,527.75,577.00,602.00,521.25,156.71K,-9.59%
11/09/2008,583.75,632.00,661.50,571.50,236.60K,-6.26%
11/02/2008,622.75,634.75,695.50,613.25,232.55K,-1.70%
10/26/2008,633.50,628.00,670.00,609.50,192.03K,0.48%
10/19/2008,630.50,695.00,727.00,616.50,200.41K,-7.48%
10/12/2008,681.50,736.75,785.50,666.25,211.15K,-5.84%
10/05/2008,723.75,852.00,852.50,706.75,279.94K,-17.29%
09/28/2008,875.00,959.50,959.50,847.25,254.28K,-8.78%
09/21/2008,959.25,935.00,994.50,930.50,229.83K,6.05%
09/14/2008,904.50,928.00,943.00,864.25,190.37K,-3.62%
09/07/2008,938.50,976.50,981.25,919.75,286.32K,-1.93%
08/31/2008,957.00,"1,038.00","1,047.50",948.75,222.46K,-7.78%
08/24/2008,"1,037.75","1,022.25","1,072.50","1,016.25",186.62K,-0.17%
08/17/2008,"1,039.50","1,029.00","1,087.50","1,005.00",122.66K,4.11%
08/10/2008,998.50,"1,025.00","1,049.25",996.25,165.59K,-2.63%
08/03/2008,"1,025.50","1,132.00","1,132.00","1,020.50",219.18K,-9.23%
07/27/2008,"1,129.75","1,158.00","1,176.00","1,114.50",191.01K,-2.63%
07/20/2008,"1,160.25","1,214.75","1,235.25","1,147.50",164.13K,-4.62%
07/13/2008,"1,216.50","1,317.00","1,333.25","1,206.25",157.09K,-8.79%
07/06/2008,"1,333.75","1,305.25","1,347.25","1,225.75",268.49K,2.30%
06/29/2008,"1,303.75","1,280.25","1,331.00","1,258.50",163.09K,2.54%
06/22/2008,"1,271.50","1,233.50","1,289.50","1,203.50",167.61K,2.71%
06/15/2008,"1,238.00","1,241.25","1,285.25","1,207.50",117.96K,-1.12%
06/08/2008,"1,252.00","1,271.50","1,288.00","1,230.00",216.55K,0.20%
06/01/2008,"1,249.50","1,191.00","1,285.25","1,140.00",211.92K,4.85%
05/25/2008,"1,191.75","1,270.00","1,295.00","1,178.75",145.28K,-7.36%
05/18/2008,"1,286.50","1,204.50","1,308.25","1,187.50",156.25K,7.36%
05/11/2008,"1,198.25","1,186.00","1,210.00","1,131.50",141.54K,2.41%
05/04/2008,"1,170.00","1,056.25","1,188.50","1,054.50",236.35K,10.93%
04/27/2008,"1,054.75","1,065.50","1,074.00","1,013.00",191.48K,-1.26%
04/20/2008,"1,068.25","1,039.75","1,071.50","1,032.50",172.89K,3.04%
04/13/2008,"1,036.75","1,000.00","1,046.25",997.75,108.15K,3.70%
04/06/2008,999.75,959.25,"1,051.50",958.00,235.35K,5.51%
03/30/2008,947.50,949.75,963.25,903.50,170.25K,0.03%
03/23/2008,947.25,910.25,964.25,891.00,122.09K,3.95%
03/16/2008,911.25,967.75,978.50,910.75,145.78K,-6.51%
03/09/2008,974.75,938.00,979.00,929.00,236.16K,3.28%
03/02/2008,943.75,892.00,946.50,886.75,263.87K,5.39%
02/24/2008,895.50,874.25,899.00,862.75,196.65K,3.32%
02/17/2008,866.75,833.00,876.50,833.00,160.66K,3.49%
02/10/2008,837.50,807.00,840.00,807.00,272.09K,4.00%
02/03/2008,805.25,782.50,817.50,768.50,260.29K,1.87%
01/27/2008,790.50,789.75,806.25,775.75,218.08K,0.19%
01/20/2008,789.00,783.75,793.50,747.00,146.05K,0.86%
01/13/2008,782.25,786.50,807.75,771.25,148.14K,-1.23%
01/06/2008,792.00,836.00,842.25,785.50,315.58K,-5.74%
12/30/2007,840.25,826.50,856.25,820.75,132.98K,0.45%
12/23/2007,836.50,814.75,841.25,804.25,47.38K,3.53%
12/16/2007,808.00,815.50,820.75,789.75,123.41K,-0.62%
12/09/2007,813.00,780.00,829.00,770.25,217.56K,4.23%
12/02/2007,780.00,792.25,806.25,763.00,258.44K,-0.89%
11/25/2007,787.00,849.50,854.00,782.50,220.51K,-7.25%
11/18/2007,848.50,817.00,852.50,807.50,160.13K,4.33%
11/11/2007,813.25,819.00,825.75,781.50,209.02K,-1.15%
11/04/2007,822.75,797.75,832.75,790.25,294.36K,3.00%
10/28/2007,798.75,763.50,802.75,754.50,228.98K,5.31%
10/21/2007,758.50,724.00,763.00,716.25,130.08K,3.62%
10/14/2007,732.00,701.25,739.00,701.00,147.52K,4.35%
10/07/2007,701.50,689.00,707.00,669.50,278.11K,1.34%
09/30/2007,692.25,703.00,703.25,671.50,243.22K,-2.64%
09/23/2007,711.00,709.50,714.50,679.50,199.03K,0.35%
09/16/2007,708.50,688.00,710.00,682.75,132.26K,2.57%
09/09/2007,690.75,671.25,696.00,667.50,251.20K,3.44%
09/02/2007,667.75,644.00,675.00,643.00,220.09K,4.01%
08/26/2007,642.00,626.25,646.00,617.75,134.41K,3.22%
08/19/2007,622.00,623.25,627.50,608.75,117.81K,-1.19%
08/12/2007,629.50,626.25,638.75,614.25,146.88K,1.90%
08/05/2007,617.75,641.00,642.00,611.50,255.12K,-4.00%
07/29/2007,643.50,656.00,662.00,639.75,171.88K,-0.73%
07/22/2007,648.25,657.75,661.25,638.00,142.28K,-1.59%
07/15/2007,658.75,659.00,665.75,640.50,122.74K,0.00%
07/08/2007,658.75,647.00,664.50,641.50,210.60K,1.62%
07/01/2007,648.25,632.00,652.00,628.00,140.15K,2.94%
06/24/2007,629.75,630.00,637.25,614.50,122.09K,-0.71%
06/17/2007,634.25,627.50,639.50,619.50,99.10K,1.16%
06/10/2007,627.00,600.50,629.75,595.50,183.08K,3.04%
06/03/2007,608.50,603.00,622.00,597.00,182.25K,2.23%
05/27/2007,595.25,610.75,611.75,585.50,113.98K,-2.26%
05/20/2007,609.00,606.75,618.75,602.00,84.73K,0.54%
05/13/2007,605.75,594.50,612.00,585.25,103.44K,1.85%
05/06/2007,594.75,581.00,598.75,567.25,255.27K,1.06%
04/29/2007,588.50,601.00,604.75,578.50,159.13K,-1.05%
04/22/2007,594.75,580.00,604.00,578.50,149.61K,2.72%
04/15/2007,579.00,603.50,606.75,565.75,130.38K,-4.69%
04/08/2007,607.50,587.75,610.75,576.50,182.10K,3.67%
04/01/2007,586.00,589.75,594.75,574.75,111.87K,-1.26%
03/25/2007,593.50,546.00,598.50,546.00,166.85K,8.40%
03/18/2007,547.50,534.25,549.75,529.00,108.71K,1.25%
03/11/2007,540.75,534.00,546.75,525.00,153.69K,0.14%
03/04/2007,540.00,543.00,551.50,531.75,163.62K,-1.55%
02/25/2007,548.50,541.75,554.50,535.25,124.42K,1.01%
02/18/2007,543.00,520.00,545.75,504.00,102.77K,5.28%
02/11/2007,515.75,526.00,528.75,502.00,124.93K,-2.50%
02/04/2007,529.00,526.00,535.00,512.25,211.70K,3.02%
01/28/2007,513.50,504.50,527.25,487.25,186.21K,3.06%
01/21/2007,498.25,487.00,504.00,478.75,136.62K,3.80%
01/14/2007,480.00,484.75,487.00,466.25,123.01K,0.79%
01/07/2007,476.25,498.50,508.25,473.00,226.35K,-2.91%
12/31/2006,490.50,522.50,531.75,489.00,120.70K,-5.99%
12/24/2006,521.75,546.50,552.25,520.25,49.46K,-4.18%
12/17/2006,544.50,556.00,558.00,539.50,90.82K,-2.24%
12/10/2006,557.00,544.75,562.50,536.75,159.79K,-0.45%
12/03/2006,559.50,567.00,569.25,544.75,166.63K,-1.06%
11/26/2006,565.50,538.00,574.00,532.75,167.49K,4.67%
11/19/2006,540.25,526.50,545.50,524.00,116.56K,2.95%
11/12/2006,524.75,543.00,548.25,523.00,144.28K,-2.73%
11/05/2006,539.50,527.00,549.25,524.50,215.23K,2.66%
10/29/2006,525.50,542.00,545.75,514.75,179.18K,-2.91%
10/22/2006,541.25,537.25,557.75,530.50,113.66K,0.37%
10/15/2006,539.25,554.50,569.25,535.50,119.78K,-2.79%
10/08/2006,554.75,543.25,559.25,532.00,213.07K,3.98%
10/01/2006,533.50,558.00,562.50,524.75,157.82K,-3.04%
09/24/2006,550.25,540.50,568.50,533.50,134.58K,1.52%
09/17/2006,542.00,562.00,575.00,538.50,114.11K,-2.56%
09/10/2006,556.25,593.50,593.50,553.00,195.52K,-7.29%
09/03/2006,600.00,631.00,633.50,592.00,150.13K,-5.36%
08/27/2006,634.00,655.50,655.50,630.00,130.86K,-4.27%
08/20/2006,662.25,650.50,667.00,643.25,100.28K,2.63%
08/13/2006,645.25,658.00,662.75,639.00,90.59K,-2.42%
08/06/2006,661.25,662.00,679.25,647.50,175.05K,0.04%
07/30/2006,661.00,638.50,668.00,633.25,159.02K,3.36%
07/23/2006,639.50,639.25,654.25,629.50,97.77K,0.12%
07/16/2006,638.75,678.25,681.50,630.75,104.72K,-5.09%
07/09/2006,673.00,651.00,685.50,627.00,201.11K,2.94%
07/02/2006,653.75,652.00,658.50,633.00,137.82K,0.62%
06/25/2006,649.75,633.00,653.00,627.75,92.38K,2.52%
06/18/2006,633.75,619.25,636.25,610.00,74.80K,3.13%
06/11/2006,614.50,642.00,649.25,613.50,100.34K,-3.83%
06/04/2006,639.00,640.25,650.25,616.00,161.94K,1.03%
05/28/2006,632.50,634.75,643.25,615.50,95.70K,-0.51%
05/21/2006,635.75,614.00,642.00,607.25,62.28K,3.84%
05/14/2006,612.25,642.00,643.00,608.75,69.23K,-6.10%
05/07/2006,652.00,617.50,660.00,605.50,162.91K,5.80%
04/30/2006,616.25,631.50,655.25,609.00,119.41K,-2.49%
04/23/2006,632.00,648.50,651.75,622.00,93.82K,-2.02%
04/16/2006,645.00,621.75,654.00,617.50,61.13K,5.39%
04/09/2006,612.00,592.00,621.00,589.25,108.18K,4.62%
04/02/2006,585.00,584.25,594.50,577.00,101.17K,0.47%
03/26/2006,582.25,562.00,589.75,555.50,83.48K,3.65%
03/19/2006,561.75,565.75,567.75,544.00,85.56K,-1.14%
03/12/2006,568.25,537.25,571.75,529.50,79.73K,6.86%
03/05/2006,531.75,566.25,567.50,525.50,171.66K,-5.59%
02/26/2006,563.25,542.25,572.75,531.75,129.96K,3.25%
02/19/2006,545.50,532.00,552.75,522.25,90.38K,2.59%
02/12/2006,531.75,528.00,535.00,516.50,70.60K,1.58%
02/05/2006,523.50,555.75,558.00,517.75,171.28K,-4.56%
01/29/2006,548.50,572.50,581.00,535.75,106.25K,-2.83%
01/22/2006,564.50,577.00,585.00,553.50,87.74K,-1.87%
01/15/2006,575.25,539.75,585.50,539.25,86.19K,7.98%
01/08/2006,532.75,549.00,551.00,515.75,168.39K,-2.25%
01/01/2006,545.00,522.75,554.50,522.00,91.14K,5.11%
12/25/2005,518.50,510.00,527.50,501.50,30.96K,1.12%
12/18/2005,512.75,524.75,536.25,511.50,51.37K,-2.61%
12/11/2005,526.50,529.25,560.00,509.50,90.74K,-0.52%
12/04/2005,529.25,535.50,543.00,512.75,145.76K,1.05%
11/27/2005,523.75,515.00,534.00,502.50,94.79K,2.55%
11/20/2005,510.75,533.00,545.50,509.25,62.30K,-2.58%
11/13/2005,524.25,537.75,548.00,523.50,87.66K,-1.96%
11/06/2005,534.75,545.00,553.00,525.00,138.06K,-2.42%
10/30/2005,548.00,576.00,576.00,537.25,114.53K,-4.53%
10/23/2005,574.00,563.50,599.75,558.50,77.67K,2.23%
10/16/2005,561.50,590.25,616.00,560.50,60.71K,-4.34%
10/09/2005,587.00,598.00,619.00,586.25,104.61K,-1.59%
10/02/2005,596.50,637.50,642.00,587.25,94.78K,-5.09%
09/25/2005,628.50,596.00,646.00,586.00,92.87K,5.90%
09/18/2005,593.50,590.00,637.50,588.75,85.07K,2.11%
09/11/2005,581.25,596.50,610.00,561.00,87.12K,-3.41%
09/04/2005,601.75,625.00,642.50,586.50,109.81K,-5.53%
08/28/2005,637.00,605.00,660.50,604.75,83.11K,6.17%
08/21/2005,600.00,587.50,606.00,580.75,47.87K,2.04%
08/14/2005,588.00,602.25,605.75,570.00,48.37K,-2.93%
08/07/2005,605.75,541.00,609.75,541.00,110.87K,11.76%
07/31/2005,542.00,540.75,550.75,532.50,78.81K,1.12%
07/24/2005,536.00,522.00,542.25,516.50,65.70K,2.63%
07/17/2005,522.25,539.50,544.25,511.00,44.35K,-2.79%
07/10/2005,537.25,545.00,570.75,527.00,197.06K,-3.20%
07/03/2005,555.00,546.25,576.75,526.50,96.45K,1.83%
06/26/2005,545.00,534.75,550.75,513.50,63.56K,3.12%
06/19/2005,528.50,533.50,539.50,518.00,43.05K,0.00%
06/12/2005,528.50,514.00,536.00,510.50,40.93K,2.72%
06/05/2005,514.50,505.00,525.50,491.00,114.30K,3.99%
05/29/2005,494.75,458.50,503.75,451.00,50.79K,7.55%
05/22/2005,460.00,439.00,464.00,431.75,40.02K,3.49%
05/15/2005,444.50,436.25,451.50,429.50,48.96K,2.07%
05/08/2005,435.50,460.75,472.75,435.00,85.92K,-5.53%
05/01/2005,461.00,470.50,474.25,453.50,46.83K,-2.02%
04/24/2005,470.50,501.75,501.75,457.00,53.08K,-5.05%
04/17/2005,495.50,468.25,500.00,460.50,28.72K,5.26%
04/10/2005,470.75,480.00,488.00,467.00,64.15K,-2.28%
04/03/2005,481.75,522.25,539.00,472.25,87.07K,-6.73%
03/27/2005,516.50,475.00,523.50,475.00,47.13K,7.49%
03/20/2005,480.50,486.50,492.25,473.50,26.06K,-1.08%
03/13/2005,485.75,468.00,495.75,459.25,48.08K,3.79%
03/06/2005,468.00,462.25,489.00,454.75,109.90K,1.46%
02/27/2005,461.25,445.00,479.00,444.50,93.08K,3.89%
02/20/2005,444.00,410.00,450.50,409.50,65.92K,9.70%
02/13/2005,404.75,386.25,409.00,384.00,27.51K,4.18%
02/06/2005,388.50,385.00,399.50,371.00,95.60K,0.06%
01/30/2005,388.25,389.25,401.00,380.50,57.58K,-1.40%
01/23/2005,393.75,408.00,417.50,393.00,63.12K,-1.81%
01/16/2005,401.00,392.00,406.50,383.50,35.34K,1.97%
01/09/2005,393.25,378.00,398.50,371.00,82.96K,4.52%
01/02/2005,376.25,354.75,381.50,351.25,67.66K,3.01%
12/26/2004,365.25,364.00,369.75,350.00,23.09K,-3.82%
12/19/2004,379.75,418.75,419.50,378.75,24.30K,-8.55%
12/12/2004,415.25,369.00,421.00,361.50,42.93K,9.13%
12/05/2004,380.50,373.00,392.75,357.25,94.19K,3.05%
11/28/2004,369.25,436.00,440.75,368.25,80.04K,-15.26%
11/21/2004,435.75,443.50,447.25,422.25,48.47K,-0.57%
11/14/2004,438.25,403.75,440.00,394.75,61.75K,7.61%
11/07/2004,407.25,417.00,424.50,404.75,89.53K,-1.27%
10/31/2004,412.50,443.25,449.75,409.00,79.95K,-5.71%
10/24/2004,437.50,479.00,481.50,436.00,66.38K,-7.94%
10/17/2004,475.25,466.50,479.00,445.00,69.97K,2.48%
10/10/2004,463.75,455.25,478.00,442.00,104.18K,2.43%
10/03/2004,452.75,423.75,455.00,422.25,94.20K,6.59%
09/26/2004,424.75,416.00,431.50,414.75,58.44K,2.85%
09/19/2004,413.00,393.25,417.25,389.75,41.99K,7.20%
09/12/2004,385.25,378.75,390.50,372.25,48.82K,0.00%
09/05/2004,385.25,370.75,397.00,365.25,95.47K,3.56%
08/29/2004,372.00,355.00,384.00,347.00,60.18K,3.55%
08/22/2004,359.25,395.50,396.00,356.75,56.48K,-9.74%
08/15/2004,398.00,384.50,407.00,380.25,33.39K,3.78%
08/08/2004,383.50,373.00,386.00,362.50,101.98K,2.06%
08/01/2004,375.75,368.25,383.25,367.00,70.79K,2.52%
07/25/2004,366.50,357.50,370.50,353.75,44.96K,3.17%
07/18/2004,355.25,347.00,362.00,340.75,39.45K,1.36%
07/11/2004,350.50,340.00,355.00,330.50,66.15K,2.34%
07/04/2004,342.50,339.00,346.50,336.00,80.02K,2.39%
06/27/2004,334.50,313.00,338.00,302.75,71.12K,6.11%
06/20/2004,315.25,317.00,322.00,308.75,30.34K,-0.55%
06/13/2004,317.00,310.25,322.00,304.75,46.69K,1.93%
06/06/2004,311.00,307.25,319.50,298.50,96.40K,1.22%
05/30/2004,307.25,314.75,333.00,305.50,59.33K,-0.57%
05/23/2004,309.00,303.50,324.25,303.50,49.37K,0.82%
05/16/2004,306.50,323.00,325.00,305.50,42.81K,-4.89%
05/09/2004,322.25,318.00,328.25,305.00,92.92K,1.58%
05/02/2004,317.25,302.00,323.50,301.25,72.67K,6.28%
04/25/2004,298.50,283.75,299.25,281.25,62.80K,6.99%
04/18/2004,279.00,287.75,293.00,278.00,48.14K,-2.62%
04/11/2004,286.50,281.50,291.25,276.50,48.76K,1.33%
04/04/2004,282.75,261.25,288.75,257.50,86.63K,9.49%
03/28/2004,258.25,267.00,280.00,255.50,65.55K,-4.00%
03/21/2004,269.00,275.00,279.25,265.00,43.94K,-2.71%
03/14/2004,276.50,266.50,281.75,264.75,55.35K,5.94%
03/07/2004,261.00,275.75,276.25,259.50,95.72K,-5.09%
02/29/2004,275.00,273.25,279.25,267.00,75.46K,1.85%
02/22/2004,270.00,252.00,271.50,252.00,55.42K,7.78%
02/15/2004,250.50,256.50,262.00,250.50,23.33K,-2.53%
02/08/2004,257.00,244.75,257.25,244.75,93.57K,5.33%
02/01/2004,244.00,251.50,259.50,243.25,70.78K,-4.03%
01/25/2004,254.25,272.00,274.25,251.00,78.71K,-8.13%
01/18/2004,276.75,270.00,283.25,269.00,50.08K,3.55%
01/11/2004,267.25,286.50,289.25,258.75,84.98K,-6.72%
01/04/2004,286.50,267.75,288.25,267.75,115.70K,7.10%
12/28/2003,267.50,261.75,271.75,258.75,15.70K,2.49%
12/21/2003,261.00,270.50,270.50,256.25,10.41K,-4.13%
12/14/2003,272.25,262.50,276.75,260.75,38.29K,3.42%
12/07/2003,263.25,255.50,269.25,255.50,81.96K,3.03%
11/30/2003,255.50,248.25,261.00,242.25,68.80K,2.30%
11/23/2003,249.75,257.50,257.50,241.00,47.26K,-3.76%
11/16/2003,259.50,260.00,270.00,254.50,52.15K,-1.33%
11/09/2003,263.00,257.50,263.00,252.00,72.21K,3.44%
11/02/2003,254.25,244.00,255.00,237.50,76.81K,4.85%
10/26/2003,242.50,249.75,250.75,235.00,69.81K,-3.67%
10/19/2003,251.75,246.00,255.00,241.50,64.13K,2.23%
10/12/2003,246.25,264.25,265.00,244.00,65.69K,-10.21%
10/05/2003,274.25,246.50,273.75,240.75,115.97K,12.63%
09/28/2003,243.50,229.00,245.00,229.00,69.50K,7.51%
09/21/2003,226.50,213.75,231.50,212.00,68.00K,6.21%
09/14/2003,213.25,227.25,228.50,212.75,38.78K,-5.64%
09/07/2003,226.00,232.50,235.75,224.75,78.75K,-2.59%
08/31/2003,232.00,252.00,253.25,229.00,69.29K,-8.84%
08/24/2003,254.50,252.50,255.25,247.75,36.02K,-0.29%
08/17/2003,255.25,249.50,255.75,241.75,30.38K,4.18%
08/10/2003,245.00,254.00,255.25,242.00,66.16K,-3.35%
08/03/2003,253.50,252.75,261.50,251.25,64.78K,0.20%
07/27/2003,253.00,235.00,255.75,232.50,39.31K,6.75%
07/20/2003,237.00,243.50,243.50,231.00,34.47K,-2.37%
07/13/2003,242.75,243.25,247.00,238.75,34.10K,-1.92%
07/06/2003,247.50,233.50,247.75,228.75,78.96K,6.68%
06/29/2003,232.00,227.50,239.75,227.50,54.10K,1.75%
06/22/2003,228.00,229.25,234.00,223.75,37.02K,0.44%
06/15/2003,227.00,223.00,229.75,218.50,33.07K,2.48%
06/08/2003,221.50,235.25,238.50,220.25,81.14K,-4.94%
06/01/2003,233.00,224.75,235.00,223.00,77.21K,5.31%
05/25/2003,221.25,223.00,224.00,213.00,37.13K,-0.11%
05/18/2003,221.50,221.25,223.75,212.75,38.12K,1.03%
05/11/2003,219.25,215.50,225.00,213.50,51.70K,2.33%
05/04/2003,214.25,208.50,215.50,201.75,62.13K,6.20%
04/27/2003,201.75,209.00,212.75,200.50,45.16K,-4.27%
04/20/2003,210.75,221.00,223.00,205.25,30.71K,-3.21%
04/13/2003,217.75,207.50,220.50,205.75,31.94K,5.96%
04/06/2003,205.50,200.00,221.25,198.50,75.10K,-0.96%
03/30/2003,207.50,229.50,232.25,206.25,44.04K,-10.27%
03/23/2003,231.25,214.00,236.00,212.00,43.43K,8.95%
03/16/2003,212.25,265.75,265.75,212.00,50.67K,-17.73%
03/09/2003,258.00,320.00,325.25,253.00,80.44K,-17.57%
03/02/2003,313.00,297.00,313.25,292.50,84.59K,3.81%
02/23/2003,301.50,289.50,305.50,289.00,58.99K,5.33%
02/16/2003,286.25,283.00,289.50,277.25,28.70K,0.79%
02/09/2003,284.00,304.00,313.50,281.25,95.90K,-6.27%
02/02/2003,303.00,264.50,303.00,261.50,91.79K,13.06%
01/26/2003,268.00,261.00,269.75,256.00,57.65K,4.69%
01/19/2003,256.00,253.25,258.75,249.25,44.90K,1.79%
01/12/2003,251.50,245.50,260.00,242.00,56.97K,-0.98%
01/05/2003,254.00,262.00,263.00,238.50,132.03K,-2.03%
12/29/2002,259.25,258.50,261.50,247.00,29.53K,1.47%
12/22/2002,255.50,250.50,261.00,249.25,13.19K,4.07%
12/15/2002,245.50,238.00,254.00,237.50,35.26K,4.69%
12/08/2002,234.50,226.25,235.50,223.75,107.40K,5.39%
12/01/2002,222.50,223.50,229.50,219.25,83.85K,-0.11%
11/24/2002,222.75,226.25,226.50,218.75,50.63K,0.34%
11/17/2002,222.00,205.00,222.75,205.00,71.23K,9.36%
