,benzina_eur_l,diesel_eur_l
2024-01-22,0.65098,0.9225399999999999
2024-01-29,0.78565,1.0604500000000001
2024-02-05,0.69614,0.97658
2024-02-12,0.7711399999999999,1.04674
2024-02-19,0.78162,1.0749600000000001
2024-02-26,0.7034,0.99593
2024-03-04,0.7283999999999999,0.97577
2024-03-11,0.7283999999999999,0.97577
2024-03-18,0.82194,1.04351
2024-03-25,0.8550099999999999,1.08303
2024-04-01,0.81469,1.03545
2024-04-08,0.79775,1.00722
2024-04-15,0.8784,1.08545
2024-04-22,0.87114,1.0015800000000001
2024-04-29,0.83404,0.9620599999999999
2024-05-06,0.75178,0.87093
2024-05-13,0.76146,0.8854500000000001
2024-05-20,0.74453,0.87013
2024-05-27,0.7283999999999999,0.85561
2024-06-03,0.7340399999999999,0.8636699999999999
2024-06-10,0.74049,0.8636699999999999
2024-06-17,0.7534,0.8749600000000001
2024-06-24,0.74694,0.88625
2024-07-01,0.74775,0.88303
2024-07-08,0.7324299999999999,0.86851
2024-07-15,0.70259,0.84674
2024-07-22,0.74211,0.88383
2024-07-29,0.75985,0.90158
2024-08-05,0.75259,0.88464
2024-08-12,0.71146,0.8427100000000001
2024-08-19,0.71227,0.8443200000000001
2024-08-26,0.70985,0.83545
2024-09-02,0.71388,0.84674
2024-09-09,0.71146,0.84674
2024-09-16,0.79775,0.9370599999999999
2024-09-23,0.77678,0.9160900000000001
2024-09-30,0.65501,0.8015800000000001
2024-10-07,0.76388,0.89916
2024-10-14,0.73565,0.8854500000000001
2024-10-21,0.66227,0.8209299999999999
2024-10-28,0.65098,0.8265800000000001
2024-11-04,0.63001,0.78142
2024-11-11,0.64049,0.81771
2024-11-18,0.7687200000000001,0.97093
2024-11-25,0.6146900000000001,0.8370599999999999
2024-12-02,0.61388,0.84513
2024-12-09,0.62194,0.84593
2024-12-16,0.6284,0.8370599999999999
2024-12-23,0.7703300000000001,0.9838300000000001
2024-12-30,0.69453,0.87013
2025-01-06,0.62517,0.82738
2025-01-13,0.66711,0.8733500000000001
2025-01-20,0.68162,0.90319
2025-01-27,0.65824,0.87254
2025-02-03,0.65098,0.86125
2025-02-10,0.7340399999999999,0.95077
2025-02-17,0.7485599999999999,0.9596399999999999
2025-02-24,0.7324299999999999,0.99513
2025-03-03,0.67114,0.88948
2025-03-10,0.66711,0.88222
2025-03-17,0.6558200000000001,0.87093
2025-03-24,0.66549,0.86771
2025-03-31,0.67114,0.8854500000000001
2025-04-07,0.6808200000000001,0.87013
2025-04-14,0.6324299999999999,0.81287
2025-04-21,0.64936,0.78867
2025-04-28,0.6558200000000001,0.79432
2025-05-05,0.6437200000000001,0.78464
2025-05-12,0.6808200000000001,0.87013
2025-05-19,0.60662,0.73222
2025-05-26,0.6163,0.73625
2025-06-02,0.6356499999999999,0.75722
2025-06-09,0.6413,0.7604500000000001
2025-06-16,0.76307,0.86851
2025-06-23,0.77275,0.92577
2025-06-30,0.58969,0.74754
2025-07-07,0.62436,0.7669
2025-07-14,0.6461399999999999,0.8209299999999999
2025-07-21,0.61711,0.78061
2025-07-28,0.6396900000000001,0.78222
2025-08-04,0.58001,0.75319
2025-08-11,0.59694,0.75964
2025-08-18,0.57678,0.72577
2025-08-25,0.66307,0.7910900000000001
2025-09-01,0.59049,0.7120599999999999
2025-09-08,0.67436,0.8120599999999999
2025-09-15,0.72194,0.8733500000000001
2025-09-22,0.70662,0.8314199999999999
2025-09-29,0.68324,0.82577
2025-10-06,0.5885180096415767,0.7249663109677414
2025-10-13,0.6289886345441794,0.7591305338416423
2025-10-20,0.6161858167448682,0.7447610323753663
2025-10-27,0.6096608900586509,0.7507361056891493
2025-11-03,0.6434463250537633,0.7932122787096775
2025-11-10,0.6214417167588329,0.7693944634604106
2025-11-17,0.6064647582334864,0.7861833197653958
2025-11-24,0.6236638226099708,0.8087604737941629
2025-12-01,0.6236434576702509,0.8241598593548389
2025-12-08,0.6227474003225807,0.8314179238709678
2025-12-15,0.6251667551612902,0.8225469561290322
2025-12-22,0.7404893358064515,0.9483534077419354
2025-12-29,0.7347708607331378,0.9350469561290324
2026-01-05,0.7307783143010752,0.9705132955399718
2026-01-12,0.6111637992430276,0.8261517627091634
2026-01-19,0.7671943437317396,1.0002062115803454
2026-01-26,0.7330309971181912,0.9621252022841992
2026-02-02,0.7796127859050758,1.018219665012988
2026-02-09,0.6952608655233625,0.9510543342412191
2026-02-16,0.7746075480572947,1.0188051491633467
2026-02-23,0.6421641614306407,0.8742705602462872
2026-03-02,0.8153151936653384,1.0439844320318725
2026-03-09,0.8122474645816733,1.1165740734661354
2026-03-16,0.8383762826427649,1.1693629180876495
2026-03-23,0.9628450741434262,1.3377692925896414
2026-03-30,0.9102554327091636,1.2985262647011948
2026-04-06,0.880773360996016,1.2886457866135457
2026-04-13,0.8797534406772909,1.3254386152988051
2026-04-20,0.8399367076095619,1.2789910721381144
